taxon,acc,J,margin,mb,chr,start,end,nsnp,name,known
Zl,RIL2,0.5789473684210527,0.02894736842105261,4.847332,2,238705039,243552371,39,PN14_SID1320,Zd
Zd,5D7,0.9090909090909091,0.09090909090909083,3.936679,10,656484,4593163,25,PN14_SID1320,Zd
Zl,RIL003,0.8247422680412371,0.007537966965968201,21.765646,2,71603,21837249,178,PN14_SID1321,Zd
Zl,RIL003,0.8307692307692308,0.025213675213675235,18.356388,2,66682124,85038512,127,PN14_SID1321,Zd
Zd,5D3,0.9130434782608695,0.0,23.174107,4,39119743,62293850,124,PN14_SID1321,Zd
Zh,5D1,0.6153846153846154,0.0,24.059916,4,62303832,86363748,105,PN14_SID1321,Zd
Zh,RIMH001,0.5714285714285714,0.03809523809523807,4.634033,1,289351,4923384,40,PN14_SID1322,Zd
Zv,parviglumis_2B,0.5,0.125,3.341844,2,10582618,13924462,28,PN14_SID1322,Zd
Zd,5D3,0.7377049180327869,0.0010794036294947684,70.781793,2,14256674,85038467,475,PN14_SID1322,Zd
Zl,RIL2,0.41025641025641024,0.01025641025641022,5.437609,6,175766059,181203668,64,PN14_SID1322,Zd
Zd,Ame2317,0.6666666666666666,0.1333333333333333,5.990998,3,191660183,197651181,37,PN14_SID1323,Zd
Zd,Ame21884,0.7910447761194029,0.011633011413520578,16.208443,3,197691418,213899861,130,PN14_SID1323,Zd
Zv,5E5,0.3,0.04999999999999999,3.439475,4,508312,3947787,30,PN14_SID1323,Zd
Zl,RIL2,0.8,0.010526315789473717,7.21734,4,4028411,11245751,41,PN14_SID1323,Zd
Zl,RIL003,0.65,0.0346153846153846,7.158134,2,71603,7229737,78,PN14_SID1324,Zd
Zd,Ame21884,0.22063037249283668,0.009647713533299102,73.33919,3,6470769,79809959,767,PN14_SID1324,Zd
Zd,5D7,0.2612137203166227,0.008582141369254281,69.070419,3,91266710,160337129,878,PN14_SID1324,Zd
Zd,5D7,0.7692307692307693,0.0492307692307693,5.791809,9,156718212,162510021,42,PN14_SID1324,Zd
Zh,Ame21874,0.7894736842105263,0.1228070175438597,2.316929,10,139480018,141796947,30,PN14_SID1324,Zd
Zn,6E12,0.4,0.01904761904761909,8.765119,5,75249031,84014150,52,PN14_SID1325,Zd
Zd,5D7,0.2555066079295154,0.022455760471888297,77.24669,5,102952742,180199432,568,PN14_SID1325,Zd
Zl,RIL003,0.7878787878787878,0.030303030303030276,5.749144,7,178198934,183948078,70,PN14_SID1325,Zd
Zl,RIL2,0.25984251968503935,0.009842519685039353,72.598826,10,9827550,82426376,523,PN14_SID1325,Zd
Zd,Ame2317,0.8078602620087336,0.04836659112265762,59.865907,10,82631804,142497711,385,PN14_SID1325,Zd
Zd,5D3,0.8333333333333334,0.009803921568627527,9.122682,9,144831438,153954120,30,PN14_SID1326,Zd
Zh,5D2,0.6,0.09999999999999998,6.487933,1,4564983,11052916,70,PN14_SID1327,Zd
Zl,RIL003,0.8571428571428571,0.12741312741312738,11.22685,2,350690,11577540,68,PN14_SID1327,Zd
Zv,5E5,0.7142857142857143,0.1688311688311689,2.915766,4,1189913,4105679,22,PN14_SID1327,Zd
Zd,5D3,1.0,0.05555555555555558,4.517998,7,725013,5243011,28,PN14_SID1327,Zd
Zh,Ame21874,0.75,0.08333333333333337,4.20213,10,137623911,141826041,33,PN14_SID1327,Zd
Zd,5D7,0.6818181818181818,0.015151515151515138,6.321556,10,141829338,148150894,53,PN14_SID1327,Zd
Zd,Ame2317,0.5,0.04545454545454547,1.306334,1,6096303,7402637,33,PN14_SID1328,Zd
Zd,5D7,0.7549019607843137,0.02020808323329326,25.352776,1,7636565,32989341,185,PN14_SID1328,Zd
Zd,Ame2317,0.33064516129032256,0.016776548151636428,36.473614,1,33101193,69574807,341,PN14_SID1328,Zd
Zl,RIL2,0.8125,0.008152173913043459,20.102919,1,282872508,302975427,106,PN14_SID1328,Zd
Zl,RIL2,0.717948717948718,0.03502188868042522,10.541009,2,71603,10612612,79,PN14_SID1328,Zd
Zl,RIL2,0.3582089552238806,0.0043628013777267105,17.134242,2,10770023,27904265,168,PN14_SID1328,Zd
Zl,RIL2,0.782608695652174,0.03260869565217395,5.378925,6,175824743,181203668,70,PN14_SID1328,Zd
Zd,Ame21884,0.8443935926773455,0.016339294034811602,126.046315,10,4005537,130051852,725,PN14_SID1328,Zd
Zl,RIL2,0.625,0.02083333333333337,25.871871,2,178109099,203980970,110,PN14_SID1329,Zd
Zh,RIMH001,0.8095238095238095,0.07039337474120089,5.880357,5,460404,6340761,43,PN14_SID1329,Zd
Zl,RIL2,0.3076923076923077,0.03318250377073906,39.74332,6,57664132,97407452,184,PN14_SID1329,Zd
Zd,Ame21884,0.7931034482758621,0.0,11.951619,8,5366357,17317976,63,PN14_SID1329,Zd
Zd,5D3,0.23134328358208955,0.0021766169154228965,143.057607,10,5671619,148729226,780,PN14_SID1329,Zd
Zl,RIL003,0.8860759493670886,0.02893309222423146,19.472823,2,71603,19544426,161,PN14_SID1330,Zd
Zv,6G11,0.6666666666666666,0.04166666666666663,1.818617,2,228296282,230114899,23,PN14_SID1330,Zd
Zh,Ame21882,0.375,0.07500000000000001,3.80682,3,356143,4162963,35,PN14_SID1330,Zd
Zd,Ame21884,0.8055555555555556,0.05555555555555558,14.603293,3,4208776,18812069,75,PN14_SID1330,Zd
Zd,5D7,0.875,0.0714285714285714,16.847028,3,118773176,135620204,111,PN14_SID1330,Zd
Zd,Ame2317,0.32432432432432434,0.03164139749505607,29.049453,8,10443898,39493351,183,PN14_SID1330,Zd
Zd,5D7,0.41767068273092367,0.014444876279310792,75.085318,8,100471624,175556942,566,PN14_SID1330,Zd
Zl,RIL003,0.7619047619047619,0.017718715393133966,11.116389,10,141210805,152327194,82,PN14_SID1330,Zd
Zh,RIMH001,0.6296296296296297,0.022486772486772555,7.701807,2,4904354,12606161,53,PN14_SID1331,Zd
Zl,RIL2,0.8734177215189873,0.04008438818565396,45.385615,4,197345461,242731076,282,PN14_SID1331,Zd
Zd,5D3,0.7142857142857143,0.01279317697228144,12.014433,6,168757631,180772064,110,PN14_SID1331,Zd
Zl,RIL003,0.3755868544600939,0.009846113719353122,77.413454,8,30410931,107824385,472,PN14_SID1331,Zd
Zh,RIMH001,0.9545454545454546,0.041501976284585074,8.678807,10,129098282,137777089,38,PN14_SID1331,Zd
Zx,6B8,0.46153846153846156,0.006993006993007034,9.550128,1,292321361,301871489,48,PN14_SID1332,Zd
Zd,5D7,0.7066666666666667,0.010331588132635239,158.255304,3,11610026,169865330,728,PN14_SID1332,Zd
Zh,Ame21870,0.3333333333333333,0.0,8.059729,3,170307517,178367246,31,PN14_SID1332,Zd
Zl,RIL003,1.0,0.0714285714285714,4.839114,3,178367255,183206369,20,PN14_SID1332,Zd
Zl,RIL2,0.4235294117647059,0.007843137254901933,143.589434,8,14427606,158017040,586,PN14_SID1332,Zd
Zh,RIMH001,0.45,0.04999999999999999,16.060783,1,252330346,268391129,79,PN14_SID1333,Zd
Zd,Ame2317,0.525,0.025000000000000022,14.589618,4,6548767,21138385,100,PN14_SID1333,Zd
Zd,5D7,0.6551724137931034,0.011104617182933985,20.084937,4,189943306,210028243,123,PN14_SID1333,Zd
Zl,RIL003,0.7142857142857143,0.032467532467532534,2.452236,4,210032776,212485012,27,PN14_SID1333,Zd
Zl,RIL003,0.5365853658536586,0.012775842044134733,24.7303,4,212501793,237232093,155,PN14_SID1333,Zd
Zd,Ame2317,0.8181818181818182,0.12587412587412594,12.650779,8,13339729,25990508,43,PN14_SID1333,Zd
Zh,Ame21882,0.23655913978494625,0.0032258064516129115,30.86562,1,253246379,284111999,201,PN14_SID1334,Zd
Zl,RIL003,0.5526315789473685,0.0415204678362574,12.631673,2,71603,12703276,90,PN14_SID1334,Zd
Zd,Ame2317,0.28205128205128205,0.009324009324009341,14.566554,7,154723616,169290170,92,PN14_SID1334,Zd
Zh,Ame21872,0.3008849557522124,0.0018195351914647717,28.519834,8,80704084,109223918,230,PN14_SID1334,Zd
Zx,5E11,0.3076923076923077,0.04682274247491641,6.896011,9,62356242,69252253,54,PN14_SID1334,Zd
Zd,5D7,0.44285714285714284,0.010021321961620477,17.312031,1,8095167,25407198,138,PN14_SID1336,Zd
Zh,Ame21871,0.8461538461538461,0.07692307692307687,4.420739,1,273271174,277691913,26,PN14_SID1336,Zd
Zd,5D7,0.7857142857142857,0.005226480836236891,18.264267,6,115873769,134138036,98,PN14_SID1336,Zd
Zd,Ame2317,0.4146341463414634,0.03165542293720808,14.666366,7,271597,14937963,108,PN14_SID1336,Zd
Zl,RIL2,0.5,0.08823529411764708,5.820336,10,135502038,141322374,39,PN14_SID1336,Zd
Zd,5D7,0.7446808510638298,0.03039513677811545,18.251474,6,115873769,134125243,90,PN14_SID1337,Zd
Zd,5D7,0.5,0.0,7.341215,1,289351,7630566,59,PN14_SID1338,Zd
Zd,5D7,0.7777777777777778,0.06038647342995174,28.890299,2,187224657,216114956,112,PN14_SID1338,Zd
Zl,RIL2,0.5256410256410257,0.006653683868873772,29.379856,3,207266626,236646482,182,PN14_SID1338,Zd
Zd,Ame2317,0.5217391304347826,0.021739130434782594,47.608921,6,5679415,53288336,131,PN14_SID1338,Zd
Zl,RIL2,0.64,0.0,7.60269,6,53324665,60927355,35,PN14_SID1338,Zd
Zh,Ame21870,0.4142857142857143,0.03623693379790943,32.497912,6,61110568,93608480,160,PN14_SID1338,Zd
Zl,RIL003,0.5977011494252874,0.014367816091954033,35.817463,8,13074402,48891865,175,PN14_SID1338,Zd
Zl,RIL003,0.5185185185185185,0.030713640469738013,44.133193,8,51590789,95723982,204,PN14_SID1338,Zd
Zh,RIMH001,0.8888888888888888,0.026819923371647514,10.414668,8,96050685,106465353,49,PN14_SID1338,Zd
Zd,Ame21884,0.4931506849315068,0.01315068493150684,38.570551,8,106620636,145191187,175,PN14_SID1338,Zd
Zd,5D7,0.4880952380952381,0.04989299090422683,29.457879,1,42703614,72161493,175,PN14_SID1339,Zd
Zd,5D7,0.8333333333333334,0.0490196078431373,22.56837,2,198376802,220945172,112,PN14_SID1339,Zd
Zd,5D3,0.2857142857142857,0.003228410008071003,132.345304,3,39106997,171452301,1216,PN14_SID1339,Zd
Zd,5D3,0.3046875,0.0178657945736434,49.153001,4,56787906,105940907,349,PN14_SID1339,Zd
Zl,RIL2,0.5109489051094891,0.018195281921083273,31.950251,4,207715801,239666052,255,PN14_SID1339,Zd
Zd,Ame2317,0.8333333333333334,0.11904761904761907,2.002231,5,434522,2436753,26,PN14_SID1339,Zd
Zl,RIL003,0.7936507936507936,0.009035409035409003,24.775584,6,105564925,130340509,127,PN14_SID1339,Zd
Zl,RIL003,0.5277777777777778,0.013492063492063555,7.697319,7,176254925,183952244,85,PN14_SID1339,Zd
Zh,RIMH001,0.5052631578947369,0.015467239527389931,35.012403,8,146811543,181823946,280,PN14_SID1339,Zd
Zd,Ame21884,0.8333333333333334,0.023809523809523836,6.634035,1,564887,7198922,45,PN14_SID1340,Zd
Zh,RIMH001,0.5581395348837209,0.04702842377260985,18.298009,3,206857579,225155588,93,PN14_SID1340,Zd
Zd,5D3,1.0,0.1875,5.506486,3,225261882,230768368,34,PN14_SID1340,Zd
Zd,Ame2317,0.5,0.14285714285714285,5.996432,3,230779843,236776275,42,PN14_SID1340,Zd
Zd,5D3,0.9375,0.0,9.939738,4,208538485,218478223,49,PN14_SID1340,Zd
Zd,Ame2317,0.9375,0.004166666666666652,6.628634,7,167216158,173844792,28,PN14_SID1340,Zd
Zd,Ame21884,0.18478260869565216,0.0,42.858203,8,30407803,73266006,231,PN14_SID1340,Zd
Zl,RIL2,0.6491228070175439,0.05590246803449306,24.83666,8,74068308,98904968,93,PN14_SID1340,Zd
Zv,5C7,0.4,0.0,16.460258,8,100881010,117341268,67,PN14_SID1340,Zd
Zd,Ame2317,0.35,0.04999999999999999,9.641816,8,172111549,181753365,68,PN14_SID1340,Zd
Zd,5D7,0.6923076923076923,0.02564102564102566,3.396692,2,31103142,34499834,26,PN14_SID1341,Zd
Zd,Ame2317,0.8,0.041610738255033586,87.731016,2,34737035,122468051,527,PN14_SID1341,Zd
Zl,RIL003,0.9285714285714286,0.1428571428571429,7.116002,3,174977921,182093923,28,PN14_SID1341,Zd
Zl,RIL2,0.7272727272727273,0.003868471953578312,36.825901,5,20827163,57653064,187,PN14_SID1341,Zd
Zd,5D3,0.31313131313131315,0.005050505050505083,84.252353,5,87303864,171556217,445,PN14_SID1341,Zd
Zd,5D3,0.875,0.0625,4.290159,8,1463911,5754070,38,PN14_SID1341,Zd
Zd,Ame2317,0.5384615384615384,0.10989010989010989,26.622921,9,1566009,28188930,108,PN14_SID1341,Zd
Zd,5D3,0.4689655172413793,0.010923559199421284,68.776455,2,63438547,132215002,628,PN14_SID1342,Zd
Zd,Ame21884,0.92,0.06814814814814818,4.968023,2,132350996,137319019,49,PN14_SID1342,Zd
Zh,5D2,0.43103448275862066,0.04040948275862066,15.632533,2,137370366,153002899,133,PN14_SID1342,Zd
Zl,RIL003,0.8461538461538461,0.0461538461538461,9.676134,3,172417789,182093923,52,PN14_SID1342,Zd
Zd,5D3,0.27586206896551724,0.0031347962382445305,40.709402,5,38149684,78859086,203,PN14_SID1342,Zd
Zl,RIL2,0.4262295081967213,0.02940411137132448,24.686676,7,84081,24770757,173,PN14_SID1342,Zd
Zl,RIL003,0.8275862068965517,0.00940438871473348,82.249394,7,24770762,107020156,365,PN14_SID1342,Zd
Zd,Ame2317,0.55,0.06162790697674425,16.065815,10,82631804,98697619,79,PN14_SID1342,Zd
Zh,RIMH001,0.7692307692307693,0.06500541711809327,18.940779,10,98756950,117697729,116,PN14_SID1342,Zd
Zl,RIL2,0.4326923076923077,0.020927601809954788,34.433133,10,117849539,152282672,214,PN14_SID1342,Zd
Zx,5G3,0.4,0.06666666666666671,5.076084,7,387430,5463514,50,PN14_SID1343,Zd
Zl,RIL003,0.6363636363636364,0.06493506493506496,8.354978,7,171729351,180084329,57,PN14_SID1343,Zd
Zn,6E11,0.45454545454545453,0.0,1.304766,7,180619290,181924056,24,PN14_SID1343,Zd
Zd,5D3,0.868421052631579,0.04342105263157903,15.098145,10,121862747,136960892,72,PN14_SID1343,Zd
Zh,5D1,0.3157894736842105,0.06578947368421051,7.401197,10,137018168,144419365,52,PN14_SID1343,Zd
Zl,RIL003,0.24691358024691357,0.00910870219813309,38.933742,3,184783162,223716904,384,PN14_SID1344,Zd
Zh,RIMH001,0.75,0.08333333333333337,1.990954,5,322588,2313542,21,PN14_SID1344,Zd
Zh,RIMH001,0.4691358024691358,0.00572116832279429,35.096379,7,114071806,149168185,228,PN14_SID1344,Zd
Zh,RIMH001,0.75,0.022727272727272707,21.445496,7,149363741,170809237,129,PN14_SID1344,Zd
Zl,RIL2,0.7635135135135135,0.014072797629844591,166.081653,8,9636407,175718060,947,PN14_SID1344,Zd
Zd,5D7,0.8496732026143791,0.021858633077955214,82.350414,9,1910097,84260511,329,PN14_SID1344,Zd
Zd,5D7,0.3467741935483871,0.0239395478790958,30.350068,10,122045184,152395252,268,PN14_SID1344,Zd
Zd,Ame21884,0.5,0.034883720930232565,68.540402,9,2249036,70789438,113,PN15_SID1345,Zd
Zl,RIL003,1.0,0.07692307692307687,13.590965,9,70818492,84409457,22,PN15_SID1345,Zd
Zd,Ame21884,0.45454545454545453,0.01976284584980237,24.984243,10,116338131,141322374,53,PN15_SID1345,Zd
Zh,Ame21874,0.7894736842105263,0.011695906432748537,10.996062,10,141331132,152327194,27,PN15_SID1345,Zd
Zx,6A7,0.4523809523809524,0.06462585034013607,25.593125,4,191040739,216633864,125,PN15_SID1346,Zd
Zv,5E1,0.6538461538461539,0.01098901098901095,12.781824,4,216633903,229415727,50,PN15_SID1346,Zd
Zv,6D5,0.38461538461538464,0.009615384615384637,20.343382,4,229490476,249833858,43,PN15_SID1346,Zd
Zv,5D11,0.7692307692307693,0.12637362637362637,13.259933,7,271597,13531530,36,PN15_SID1346,Zd
Zv,TIL09,0.6666666666666666,0.29166666666666663,13.122673,7,13676158,26798831,38,PN15_SID1346,Zd
Zv,5E5,0.675,0.0896341463414635,17.895657,7,27374864,45270521,77,PN15_SID1346,Zd
Zv,6C10,0.5365853658536586,0.14035895075931892,44.777364,7,45318658,90096022,172,PN15_SID1346,Zd
Zx,5G2,0.7209302325581395,0.054263565891472854,24.18429,7,90171750,114356040,76,PN15_SID1346,Zd
Zv,5A10,0.34285714285714286,0.05171790235081375,63.377003,7,114534732,177911735,183,PN15_SID1346,Zd
Zv,5E2,0.3493975903614458,0.013913719393703838,104.407812,8,23045865,127453677,376,PN15_SID1346,Zd
Zx,6A3,0.5714285714285714,0.0714285714285714,6.433768,8,175739169,182172937,31,PN15_SID1346,Zd
Zv,TIL03,0.2711864406779661,0.04311626523936962,75.857315,10,183757,76041072,236,PN15_SID1346,Zd
Zv,5B3,0.4,0.1777777777777778,6.680924,4,200463104,207144028,40,PN15_SID1347,Zd
Zv,5A10,0.5783132530120482,0.07256612657526651,42.243299,4,207682484,249925783,155,PN15_SID1347,Zd
Zv,6D8,0.2903225806451613,0.03601223581757512,117.572639,7,271597,117844236,481,PN15_SID1347,Zd
Zv,5C8,0.15862068965517243,0.018914807302231246,90.73569,8,20098292,110833982,346,PN15_SID1347,Zd
Zv,5H9,0.42857142857142855,0.11607142857142855,17.628368,8,117191632,134820000,58,PN15_SID1347,Zd
Zx,5D9,0.72,0.016296296296296253,12.665491,8,135325732,147991223,42,PN15_SID1347,Zd
Zx,6C4,0.41935483870967744,0.013949433304272008,22.843622,8,148406843,171250465,85,PN15_SID1347,Zd
Zh,Ame21872,0.8125,0.07565789473684215,7.170633,3,1399063,8569696,37,PN15_SID1348,Zd
Zd,5D3,0.45569620253164556,0.016671812287743115,49.874295,3,9167654,59041949,170,PN15_SID1348,Zd
Zd,5D3,0.64,0.01254901960784316,26.119038,3,59056246,85175284,90,PN15_SID1348,Zd
Zh,Ame21871,0.6363636363636364,0.0,9.252704,3,85671155,94923859,40,PN15_SID1348,Zd
Zd,5D3,0.8421052631578947,0.04723346828609987,12.521678,3,94926678,107448356,64,PN15_SID1348,Zd
Zd,Ame2317,0.5096153846153846,0.00018142235123363992,53.088387,3,107921181,161009568,227,PN15_SID1348,Zd
Zh,Ame21871,0.1891891891891892,0.0016891891891891997,28.935074,8,417179,29352253,98,PN15_SID1348,Zd
Zv,6D6,0.6323529411764706,0.04901960784313719,57.320315,1,167261817,224582132,124,PN15_SID1349,Zd
Zv,parviglumis_2A,0.35526315789473684,0.05526315789473685,83.666395,1,224664130,308330525,249,PN15_SID1349,Zd
Zv,5C2,0.5454545454545454,0.045454545454545414,28.378913,6,5514944,33893857,29,PN15_SID1349,Zd
Zn,RIN1,0.5,0.07142857142857145,12.628274,7,271597,12899871,45,PN15_SID1349,Zd
Zx,6H4,0.3157894736842105,0.01949317738791423,31.250725,7,83402001,114652726,117,PN15_SID1349,Zd
NA,6G12,0.7272727272727273,0.09090909090909094,4.795481,8,328238,5123719,23,PN15_SID1349,Zd
Zx,5A6,0.30434782608695654,0.02527805864509608,35.787755,2,765963,36553718,163,PN15_SID1350,Zd
Zd,5D3,0.7333333333333333,0.009195402298850519,15.517197,5,384878,15902075,67,PN15_SID1350,Zd
NA,6G9,0.35714285714285715,0.04464285714285715,11.36278,7,172604684,183967464,49,PN15_SID1350,Zd
Zh,5D2,0.6923076923076923,0.049450549450549386,6.650794,1,296324633,302975427,29,PN15_SID1351,Zd
Zh,RIMH001,0.8333333333333334,0.11904761904761907,5.602985,3,200393608,205996593,27,PN15_SID1351,Zd
Zh,5D2,0.6875,0.02083333333333337,5.702564,3,217923734,223626298,27,PN15_SID1351,Zd
Zd,5D7,0.7307692307692307,0.0641025641025641,8.664426,6,172107638,180772064,45,PN15_SID1351,Zd
Zl,RIL003,0.5,0.02941176470588236,13.862466,7,84081,13946547,44,PN15_SID1351,Zd
Zl,RIL003,0.5483870967741935,0.017137096774193505,24.592404,10,14790226,39382630,70,PN15_SID1351,Zd
Zl,RIL2,0.8333333333333334,0.02991452991452992,60.99479,10,40855673,101850463,195,PN15_SID1351,Zd
Zh,Ame21870,0.803030303030303,0.011985526910900046,26.954446,2,33526667,60481113,113,PN15_SID1352,Zd
Zd,Ame2317,0.5,0.0,30.409746,2,60614527,91024273,164,PN15_SID1352,Zd
Zd,Ame2317,0.4841628959276018,0.002681414446120356,109.436142,2,91999812,201435954,501,PN15_SID1352,Zd
Zh,5D2,0.8695652173913043,0.0778985507246377,18.977879,2,201576449,220554328,43,PN15_SID1352,Zd
Zh,Ame21882,0.2857142857142857,0.012987012987012991,7.059359,2,221236923,228296282,37,PN15_SID1352,Zd
Zh,5D1,1.0,0.0,5.276657,3,197330430,202607087,22,PN15_SID1352,Zd
Zd,Ame21884,0.21212121212121213,0.0,37.92792,6,143275748,181203668,146,PN15_SID1352,Zd
Zd,Ame21884,0.7532467532467533,0.01574675324675323,39.877617,10,61925576,101803193,135,PN15_SID1352,Zd
Zh,Ame21872,0.7142857142857143,0.0267857142857143,3.953328,1,287040,4240368,31,PN15_SID1354,Zd
Zd,5D7,0.7931034482758621,0.02643678160919538,31.033565,1,16197283,47230848,144,PN15_SID1354,Zd
Zv,6H5,0.35294117647058826,0.019607843137254943,13.011537,1,47286783,60298320,60,PN15_SID1354,Zd
Zl,Ame21863,0.42857142857142855,0.028571428571428525,13.181315,5,28291767,41473082,62,PN15_SID1354,Zd
Zh,Ame21873,0.7419354838709677,0.02318548387096775,18.225616,7,133973725,152199341,73,PN15_SID1354,Zd
Zd,5D7,0.5272727272727272,0.06430976430976426,29.110973,8,135669993,164780966,125,PN15_SID1354,Zd
Zd,Ame21884,0.22429906542056074,0.010013351134846471,62.958594,1,219324364,282282958,256,PN15_SID1355,Zd
Zh,Ame21872,0.475,0.013461538461538414,18.496846,2,26116309,44613155,87,PN15_SID1355,Zd
Zh,RIMH001,0.8387096774193549,0.0026441036488630276,25.794119,4,185226773,211020892,124,PN15_SID1355,Zd
Zd,Ame2317,0.36764705882352944,0.004010695187165791,38.202803,4,211598418,249801221,148,PN15_SID1355,Zd
Zv,TIL03,0.3333333333333333,0.033333333333333326,10.696556,9,152111855,162808411,27,PN15_SID1355,Zd
Zv,6D1,0.5714285714285714,0.0714285714285714,2.678712,3,1235390,3914102,26,PN15_SID1356,Zv
Zv,5D12,0.5555555555555556,0.10555555555555557,28.478053,5,177499494,205977547,41,PN15_SID1356,Zv
Zv,6E3,0.8666666666666667,0.06666666666666665,7.731262,8,4389329,12120591,26,PN15_SID1356,Zv
Zv,5C9,0.4782608695652174,0.11159420289855077,28.443631,9,134364780,162808411,65,PN15_SID1356,Zv
Zx,5F3,0.5,0.0,10.229493,10,94503,10323996,20,PN15_SID1356,Zv
Zv,TIL14,0.8,0.30000000000000004,7.509707,10,18167613,25677320,21,PN15_SID1356,Zv
Zx,5H2,0.4891304347826087,0.0019509476031215334,73.209506,10,29106473,102315979,189,PN15_SID1356,Zv
Zv,5B5,0.4864864864864865,0.13764927718416092,29.065321,10,103507340,132572661,90,PN15_SID1356,Zv
Zv,5D12,0.5,0.04999999999999999,10.525822,2,76737,10602559,42,PN15_SID1357,Zv
Zv,TIL14,0.2734375,0.0018325617283950768,87.140978,5,336374,87477352,347,PN15_SID1357,Zv
Zv,5C5,0.4666666666666667,0.0,12.551556,5,176846799,189398355,35,PN15_SID1357,Zv
Zv,5C12,0.37777777777777777,0.051247165532879835,22.209555,7,161771184,183980739,106,PN15_SID1357,Zv
Zv,TIL17,0.2962962962962963,0.0021786492374727406,24.405524,10,8674033,33079557,81,PN15_SID1357,Zv
Zv,6H7,0.39473684210526316,0.026315789473684237,25.425521,10,65457549,90883070,94,PN15_SID1357,Zv
Zv,6D4,0.3793103448275862,0.02931034482758621,18.775151,10,110377592,129152743,77,PN15_SID1357,Zv
Zv,5C2,0.40476190476190477,0.018398268398268414,23.439067,1,284891458,308330525,124,PN15_SID1358,Zv
Zv,5H11,0.6666666666666666,0.1333333333333333,14.82796,2,228694272,243522232,74,PN15_SID1358,Zv
Zv,6D8,0.46938775510204084,0.09901738473167049,27.410419,3,147823,27558242,111,PN15_SID1358,Zv
Zv,parviglumis_2A,0.5263157894736842,0.048054919908466776,9.172091,3,28972430,38144521,55,PN15_SID1358,Zv
Zv,5C11,0.5714285714285714,0.0714285714285714,3.885893,3,66561356,70447249,37,PN15_SID1358,Zv
Zv,6D12,0.39416058394160586,0.04633449698508413,47.694716,3,80895939,128590655,323,PN15_SID1358,Zv
Zv,6E4,0.40540540540540543,0.019863236730706613,28.914002,4,12374150,41288152,171,PN15_SID1358,Zv
Zv,5C4,0.3409090909090909,0.007575757575757569,20.352271,5,205882712,226234983,74,PN15_SID1358,Zv
Zv,5H11,0.6,0.0,9.416458,7,83761,9500219,50,PN15_SID1358,Zv
Zv,5C12,0.6666666666666666,0.0,6.181126,7,167974562,174155688,41,PN15_SID1358,Zv
Zv,5H7,0.625,0.0535714285714286,15.068775,1,23412044,38480819,66,PN15_SID1359,Zv
Zv,5A11,0.6666666666666666,0.0,3.523533,2,347487,3871020,21,PN15_SID1359,Zv
Zv,5C7,0.3173076923076923,0.06513377926421404,62.408123,4,187482388,249890511,266,PN15_SID1359,Zv
Zx,5F1,0.41379310344827586,0.038793103448275856,14.871078,6,166332590,181203668,72,PN15_SID1359,Zv
Zv,TIL16,0.5,0.14285714285714285,6.867236,7,177113503,183980739,44,PN15_SID1359,Zv
Zv,5E2,0.6666666666666666,0.08333333333333326,9.214368,9,19093217,28307585,26,PN15_SID1359,Zv
Zv,5H11,0.29411764705882354,0.028294862248696984,44.515011,1,12490480,57005491,204,PN15_SID1360,Zv
Zv,6D3,0.5384615384615384,0.1384615384615384,11.564063,3,11056230,22620293,37,PN15_SID1360,Zv
Zv,5C3,0.41509433962264153,0.043412923693437966,73.869919,8,104199455,178069374,241,PN15_SID1360,Zv
Zv,5A11,0.3356164383561644,0.03239063190455149,159.416175,9,2984903,162401078,368,PN15_SID1360,Zv
Zv,5D10,0.7,0.16153846153846152,5.706594,2,71603,5778197,26,PN15_SID1361,Zv
Zv,5H7,0.5416666666666666,0.13350340136054417,28.43582,1,11301610,39737430,110,PN15_SID1362,Zv
Zv,6D7,0.23809523809523808,0.05952380952380951,25.385776,1,282630738,308016514,70,PN15_SID1362,Zv
Zv,5C6,0.3894736842105263,0.04447368421052633,117.617368,2,75371,117692739,505,PN15_SID1362,Zv
Zv,6C10,0.5075757575757576,0.09164655403593458,66.770384,2,122991429,189761813,307,PN15_SID1362,Zv
Zv,TIL17,0.5333333333333333,0.061111111111111116,19.897734,5,6900763,26798497,63,PN15_SID1362,Zv
Zx,6B7,0.7368421052631579,0.07017543859649122,10.822587,6,163937242,174759829,50,PN15_SID1362,Zv
Zv,5A10,0.29523809523809524,0.046457607433217196,136.243589,7,343733,136587322,519,PN15_SID1362,Zv
Zv,5B4,0.46153846153846156,0.01326259946949604,24.163219,2,45011727,69174946,96,PN15_SID1364,Zv
Zv,5A11,0.38235294117647056,0.10030165912518851,20.681421,2,70537880,91219301,102,PN15_SID1364,Zv
Zv,5C10,0.42,0.08101694915254237,55.901467,2,93781043,149682510,273,PN15_SID1364,Zv
Zv,5F9,0.5135135135135135,0.14142049025769954,36.860674,2,151375546,188236220,119,PN15_SID1364,Zv
Zv,5A10,0.8888888888888888,0.11111111111111105,6.672421,5,37118364,43790785,21,PN15_SID1364,Zv
Zv,6G11,0.4696969696969697,0.13315850815850816,81.531825,5,44246672,125778497,214,PN15_SID1364,Zv
Zv,6D2,0.5666666666666667,0.16190476190476188,31.614437,5,137283967,168898404,73,PN15_SID1364,Zv
Zv,TIL08,0.3023255813953488,0.04742362061103511,53.137125,6,112281235,165418360,130,PN15_SID1364,Zv
